Time,Label,Roll,Pitch,Yaw,Roll Rate,Pitch Rate,Yaw Rate
28.048519,talking,93.500000,38.400000,-25.200000,-2.700000,2.200000,-0.800000
28.061210,talking,93.400000,38.400000,-25.200000,-3.500000,1.300000,-1.400000
28.073963,talking,93.100000,38.700000,-25.300000,-3.400000,-1.300000,-3.400000
28.116982,talking,93.000000,38.700000,-25.400000,-3.000000,-1.900000,-3.000000
28.129672,talking,93.000000,38.700000,-25.400000,-3.100000,-1.800000,-3.000000
28.142264,talking,93.000000,38.800000,-25.400000,-3.100000,-0.900000,-2.900000
28.154894,talking,92.900000,38.800000,-25.400000,-3.000000,-0.500000,-2.600000
28.167726,talking,92.900000,38.800000,-25.500000,-2.300000,-0.900000,-2.000000
28.180350,talking,92.900000,38.800000,-25.500000,-0.900000,-0.800000,-1.300000
28.192945,talking,92.900000,38.800000,-25.500000,0.000000,-0.100000,-0.100000
28.205671,talking,92.900000,38.800000,-25.500000,0.000000,0.600000,0.800000
28.248560,talking,92.900000,38.800000,-25.600000,0.200000,0.900000,1.200000
28.261238,talking,92.900000,38.700000,-25.500000,0.200000,1.400000,0.800000
28.274025,talking,93.000000,39.000000,-25.500000,0.200000,0.400000,-3.300000
28.316952,talking,93.000000,39.000000,-25.500000,0.300000,0.400000,-3.100000
28.329553,talking,93.000000,39.000000,-25.500000,-1.200000,1.500000,-2.500000
28.342129,talking,93.000000,39.000000,-25.500000,-1.900000,2.900000,-2.000000
28.354723,talking,93.000000,39.000000,-25.500000,-1.400000,2.900000,-1.300000
28.367561,talking,93.000000,39.000000,-25.500000,-0.600000,2.300000,-0.500000
28.380242,talking,93.000000,39.000000,-25.500000,-1.200000,2.100000,-0.600000
28.392820,talking,93.000000,39.000000,-25.500000,-2.100000,2.000000,-0.800000
28.435706,talking,93.000000,39.000000,-25.500000,-2.600000,2.100000,-0.800000
28.448315,talking,93.000000,39.000000,-25.500000,-2.600000,1.900000,-0.600000
28.460952,talking,93.100000,38.700000,-25.300000,-0.600000,2.400000,3.500000
28.503900,talking,93.100000,38.700000,-25.300000,1.200000,2.000000,2.700000
28.516591,talking,93.100000,38.700000,-25.300000,1.600000,0.500000,2.200000
28.529185,talking,93.100000,38.600000,-25.400000,0.600000,-1.000000,1.800000
28.541797,talking,93.100000,38.600000,-25.400000,-0.100000,-1.400000,1.300000
28.554433,talking,93.100000,38.600000,-25.400000,2.200000,-1.600000,0.400000
28.567203,talking,93.100000,38.600000,-25.400000,3.300000,-1.800000,-0.500000
28.579914,talking,93.200000,38.600000,-25.500000,2.800000,-1.500000,-1.300000
28.592529,talking,93.200000,38.600000,-25.500000,1.900000,-0.400000,-1.300000
28.635316,talking,93.200000,38.700000,-25.500000,2.500000,-0.600000,-1.500000
28.647955,talking,93.200000,38.700000,-25.500000,2.900000,-1.000000,-1.700000
28.660625,talking,93.500000,38.800000,-25.500000,3.100000,0.000000,-1.400000
28.703559,talking,93.500000,38.800000,-25.500000,2.200000,0.900000,-1.300000
28.716173,talking,93.500000,38.800000,-25.400000,0.000000,2.200000,-1.400000
28.728823,talking,93.500000,38.800000,-25.400000,-3.300000,2.300000,-1.000000
28.741394,talking,93.500000,38.800000,-25.400000,-3.900000,3.000000,0.100000
28.753985,talking,93.400000,38.700000,-25.300000,-4.400000,2.400000,0.200000
28.766756,talking,93.400000,38.700000,-25.300000,-4.900000,0.800000,0.700000
28.779498,talking,93.400000,38.700000,-25.300000,-3.500000,0.600000,1.700000
28.822321,talking,93.400000,38.700000,-25.300000,-1.200000,1.400000,1.900000
28.835198,talking,93.400000,38.600000,-25.300000,-0.600000,2.000000,1.500000
28.848062,talking,93.200000,38.300000,-25.500000,-0.400000,-1.900000,3.400000
28.891079,talking,93.200000,38.300000,-25.500000,1.500000,-2.600000,3.300000
28.903692,talking,93.300000,38.300000,-25.500000,2.700000,-0.300000,3.800000
28.916315,talking,93.300000,38.200000,-25.500000,1.300000,1.000000,3.300000
28.928952,talking,93.300000,38.200000,-25.500000,0.400000,1.200000,2.100000
28.941598,talking,93.300000,38.100000,-25.500000,-1.400000,2.700000,2.600000
28.954211,talking,93.300000,38.100000,-25.400000,-1.500000,2.500000,1.800000
28.966857,talking,93.300000,38.100000,-25.400000,-0.700000,1.200000,1.300000
29.009791,talking,93.300000,38.100000,-25.400000,-1.100000,0.000000,1.600000
29.022458,talking,93.200000,38.100000,-25.500000,-1.700000,-0.200000,1.400000
29.035038,talking,93.300000,38.100000,-25.600000,2.000000,-1.300000,-0.200000
29.078131,talking,93.400000,38.100000,-25.600000,1.800000,-1.000000,-0.700000
29.090725,talking,93.300000,38.100000,-25.600000,1.100000,-0.900000,-1.500000
29.103307,talking,93.300000,38.100000,-25.600000,0.900000,-1.800000,-1.700000
29.115875,talking,93.300000,38.100000,-25.700000,1.400000,-3.000000,-1.200000
29.128571,talking,93.300000,38.100000,-25.700000,2.700000,-3.100000,-1.000000
29.141198,talking,93.400000,38.200000,-25.700000,3.800000,-1.600000,-0.800000
29.153789,talking,93.400000,38.200000,-25.700000,3.200000,-0.400000,-1.200000
29.166447,talking,93.400000,38.200000,-25.700000,2.100000,0.300000,-2.300000
29.209387,talking,93.500000,38.200000,-25.700000,1.600000,0.900000,-2.900000
29.222076,talking,93.500000,38.200000,-25.600000,1.400000,1.000000,-2.600000
29.234701,talking,93.600000,38.200000,-25.600000,1.200000,-0.200000,-0.100000
29.277782,talking,93.600000,38.200000,-25.600000,0.600000,0.700000,-0.600000
29.290381,talking,93.600000,38.200000,-25.600000,0.300000,0.800000,-0.500000
29.302955,talking,93.600000,38.300000,-25.600000,1.200000,-0.000000,-0.300000
29.315593,talking,93.600000,38.300000,-25.600000,1.900000,-1.500000,-0.800000
